title,count
SAGE Open,1
'Health Home Information Resource Center.',1
Emergency triage,1
"The US Action Plan for the Prevention, Care, and Treatment of Viral Hepatitis",1
Verhandlungen Des X. Internationalen Medicinischen Congresses,1
"Sovereign risk, currency risk, and corporate balance sheets",1
Aerospace,1
J R Stat Soc B,1
"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology",1
The Four Founding Physicians,1
Adolescent Boys and Young Men: Engaging Them As Supporters of Gender Equality and Health and Understanding Their Vulnerabilities,1
"ASP Conf. Ser. 411, Astronomical Data Analysis Software and Systems XVIII",1
The oxford handbook of psycholinguistics,1
Mental Retardation,1
Obstructive Sleep Apnea. Issue Brief on Obstructive Sleep Apnea,1
American journal of clinical pathology,1
"Spec2d: DEEP2 DEIMOS Spectral Pipeline, Astrophysics Source Code Library",1
The CELEX lexical database (Release 2) [CD-ROM],1
Gliders of the gum trees,1
The development and interpretation of the ADTI-WP2 leaching column method (kinetic test procedure for the prediction of coal mine drainage quality) EPA method 1627,1
"2012 50th Annual Allerton Conference on Communication, Control, and Computing, Allerton 2012",1
"Proceedings of the conference of the Association for Computational Linguistics (ACL), Vol. 128",1
Homogenization Tech. Compos. Media,1
Optimizing the Cancer Control Continuum: Advancing Implementation Research,1
Combinatorics Probability and Computing,1
Somatosensory and Motor Research,1
Mathematical Intelligencer,1
Procedures for Postearthquake Safety Evaluation of Buildings,1
Reconstructing Dark Energy,1
Comparative Education Review,1
FDG-PET/CT As An Imaging Biomarker Measuring Response to Cancer Therapy Profile Version 1.05,1
"Emcee: The MCMC Hammer, Astrophysics Source Code Library",1
"Territories, Boundaries and Consciousness: The Changing Geographies of The Russian- Finnish Border",1
Civil and Environmental Engineering,1
FEMS Yeast Research,1
Smokeless tobacco in the US,1
Clinical Competency Committees: A Guidebook for Programs,1
Aging Health,1
Biophys. J.,1
La Jeunesse de Swinburne (1837-1867),1
Robotic Surgery Collaboration. Facebook,1
Chungara,1
Pathology Research and Practice,1
"Skepsis, Mystik und Dualismus. Eine Einführung in das Werk E. M. Ciorans",1
nlme: linear and nonlinear mixed effects models,1
Computer-Aided Civil and Infrastructure Engineering,1
A parent's guide to helping your child do well in school,1
Journal of Sociology,1
Earthworm Manage. Trop. Agroecosyst. CAB intern,1
International Journal of Engineering Science,1
Clinical Classifications Software (CCS),1
Closing the coverage gap—Medicare prescription drugs are becoming more affordable,1
World J Gastrointest Surg,1
Methadone Treatment for Opioid Dependence,1
Journal of women's health (2002),1
Infection and Hearing Impairment,1
"Bridging the literacy achievement gap, grades 4–12",1
Drugs in Pregnancy and Lactation: A Reference Guide to Fetal and Neonatal Risk,1
PythonPhot: Simple DAOPHOT-type Photometry in Python ascl:1501.010,1
Macromolecular highly branched homogeneous compound based on lysine units,1
The Quarterly Journal of Experimental Psychology Section A,1
Colloid & Polymer Science,1
Illumina. 16S Metagenomic Sequencing Library Preparation,1
"mHealth to Improve TB Care, Karachi, Pakistan",1
Qualitative Inquiry and Research Design: Choosing among Five Approaches,1
Estimating A Coordination Game in the Classroom,1
Cultural Validity in Assessment: Addressing Linguistic and Cultural Diversity,1
Fast Estimation of Multidimensional Adaptive P-Spline Models,1
Rorschachiana,1
A packet of scales for measuring quality of child care from a parent’s point of view,1
Journal of Endocrinological Investigation,1
Annals of Transplantation,1
"What is Medicaid's Impact on Access to Care, Health Outcomes, and Quality of Care? Setting the Record Straight on the Evidence",1
"Engineering Computations (Swansea, Wales)",1
The Evolution of Regionalism in Asia: Economic and Security Issues,1
Biochimica et Biophysica Acta (BBA)/Protein Structure and Molecular,1
Score reliability.,1
Croatian Medical Journal,1
Imagined Communities: Reflections on the Origin and Spread of Nationalism,1
Quantifying mental health signals in Twitter,1
Phys Rev Fluids,1
"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",1
Oeuvres Complètes de Voltaire,1
Thermodynamic Data for Biochemistry and Biotechnology,1
"Brain, Behavior and Evolution",1
Biomicrofluidics,1
Room-Temperature Perpendicular Magnetization Switching Through Giant Spin-Orbit Torque from Sputtered BixSe(1-X) Topological Insulator Material,1
Surface and Coatings Technology,1
Antisocial behavior and mental health problems: Explanatory factors in childhood and adolescence,1
"Der Zersplitterte Fluch. Aphorismen, Aus Dem Französischen von Verena von der Heyden-Rynsch",1
Segmentation and Recovery of Superquadratics,1
Theory of Black Hole Accretion Disks,1
Cambridge Math. J,1
Progress for Children: A Report Card on Adolescents (No. 10),1
Iran J Nurs Midwifery Res,1
Nordic Journal of Psychiatry,1
Asian-Pacific Economic Literature,1
Evolutionary Ecology Research,1
Journal of Complexity,1
The Crazy Math behind Drug Prices. Bloomberg Businessweek,1
Attention,1
Meatless Monday,1
Spatial pattern in plankton communities,1
1991-2015 High school youth risk behavior survey data,1
AMA supports delayed school start times to improve adolescent wellness,1
Community-Based Participatory Research for Health,1
J. Mollus Stud.,1
"Politics and Economic Policy in Yugoslavia, 1918-1929",1
Journal of Huntington's Disease,1
Nursing economic$,1
Limitations on Postabortion Research: Why We Know so Little,1
"DeVita, Hellman, and Rosenberg's Cancer: Principles & Practice of Oncology: Tenth Edition",1
Education for Information,1
Proc Am Phil Soc,1
Manual for the Wechsler Abbreviated Scale of Intelligence,1
Evidence-Based Protocols for Managing Wandering Behaviors,1
Special cycles on the Γ 0(pn)-moduli curve (unpublished),1
Atkins’ physical chemistry,1
China scraps quotas on rare earths after WTO complaint,1
International Economics Policy Briefs,1
J. Mater. Sci. Mater. Electron.,1
"Eos, Transactions American Geophysical Union",1
Scand. J. Stat.,1
Poster Presented at the 59Th Annual Meeting of the American Academy of Child and Adolescent Psychiatry,1
International AIDS Society Global Scientific Strategy: Towards An HIV Cure,1
Peace in parts: Integration and conflict in regional organization,1
Journal of neurophysiology,1
Guidelines for Hearing Aids and Services for Developing Countries,1
Chemotherapy,1
"China Medical Board and Peking Union Medical College: A Chronicle of fruitful collaboration, 1914–1951",1
Pain Physician,1
Seminars in Speech and Language,1
Stellar Atmospheres,1
Sparse inverse covariance matrix estimation using quadratic approximationAdvances in Neural Information Processing Systems,1
Theory and practice of histological techniques,1
The Ethics of Research Related to Healthcare in Developing Countries,1
European Journal of Organic Chemistry,1
Landscape Journal,1
Diabetic medicine : a journal of the British Diabetic Association,1
Journal of Applied Econometrics,1
"Die Verfehlte Schöpfung, Aus Dem Französischen von François Bondy",1
"Instrument Science Report ACS 2006-01, PSFs, Photometry, and Astrometry for the ACS/WFC",1
Food and Drug Administration Amendments Act (FDAAA),1
"Wireless Substitution: Early Release of Estimates from the National Health Interview Survey, January-June 2015: National Center for Health Statistics",1
The China syndrome local labor market effects of import competition in the United States comment,1
Real exchange rate misalignments and growth,1
The MMT and the Future of Ground-Based Astronomy,1
Italian Journal of Neurological Sciences,1
HIV and AIDS Estimates 2015 South Africa 2015,1
Alternatives,1
Why Nations Go to War,1
The Potential Distribution Theorem and Models of Molecular Solutions,1
International Journal of Laboratory Hematology,1
An Employer's Guide to Behavioral Health Services: A Roadmap and Recommendations for Evaluating Designing and Implementing Behavioral Health Services,1
Crit. Rev. Microbiol. Inf. Healthc.,1
Astrophys. J. Lett.,1
Drug Delivery Across Physiological Barriers,1
Dementia and Geriatric Cognitive Disorders Extra,1
Mathematical Medicine and Biology,1
Philosophy and Public Affairs,1
Malaysian Journal of Nutrition,1
Evid Based Spine Care J,1
Good mentoring: Fostering excellent practice in higher education,1
People's Daily,1
Journal of Biological Regulators and Homeostatic Agents,1
Nan fang yi ke da xue xue bao = Journal of Southern Medical University,1
The Ann. Stat.,1
Handbook of Affective Disorders,1
Environmental Earth Sciences,1
Journal of Public Child Welfare,1
NBER Working Papers 19854,1
Am J Cardiovasc Drugs,1
Dement Geriatr Cogn Dis Extra,1
"Superlearner: Super Learner Prediction, R Package Version 2.0-15",1
Midwest Symposium on Circuits and Systems,1
Astronomical Data Analysis Software and Systems XVI,1
J. Mol. Spectrosc.,1
Indian journal of public health,1
Annual health sector performance report financial year 2010-2011,1
"GI symptom inventory questionnaire, vers. 3.0",1
South. Reg. Aquac. Cent,1
Opioid Use after Total Knee Arthroplasty: Trends and Risk Factors for Prolonged Use. J Arthroplasty. Published Online First,1
Proc. SPIE Accepted. PSISDG 0277-786X,1
Pre-Raphaelitism and the Pre-Raphaelite Brotherhood,1
Functional Plant Biology,1
American Industrial Hygiene Association Journal,1
Lupus Sci Med,1
Applied Logistic Regression: Third Edition,1
Roux's Archives of Developmental Biology,1
Olfaction and taste,1
ACS National Surgical Quality Improvement Program® (ACS NSQIP®),1
Praat: Doing Phonetics by Computer [Computer Program],1
Discussion Paper,1
Mapping global vulnerability to dengue using the water associated disease index,1
Conflict in Ukraine. The Unwinding of the Post-Cold War Order,1
Advances in Applied Microbiology,1
European Journal of Ultrasound,1
"\"Education, Health and Mortality: Evidence from a Social Experiment.\"",1
Pathogenesis of Human Pulmonary Tuberculosis,1
Hospital practice (1995),1
Urban Geography,1
Molecular Engineering,1
"Lead Authors, Scientific Assessment of Ozone Depletion: 2014",1
"Defining, Establishing, and Verifying Reference Intervals in The Clinical Laboratory; Approved Guideline–Third Edition",1
Pan African Medical Journal,1
Cognitive Brain Research,1
Yearbook of medical informatics,1
"The Effectiveness of Methadone Maintenance Treatment: Patients, Programs, Services, and Outcome",1
"Behavior Research Methods, Instruments, & Computers",1
Oceans Conference Record (IEEE),1
"The Annals of otology, rhinology, and laryngology",1
"Handbook of Moduli. Vol. III, Adv. Lect. Math. (ALM), vol. 26",1
Motivational interviewing in health care,1
Thinking in Systems: A Primer,1
The display of distinction: Art collecting and social status in early sixteenth-century Venice,1
"Islam Is Peace, Says President",1
"Research Report RR-79, Tulsa, OK",1
Trans Jpn Inst Met,1
International Journal of Fuzzy Systems,1
A Note on Wind Generator Interaction,1
Journal of Applied Bacteriology Symposium Supplement,1
"Nutrition Education: Linking Theory, Research and Practice",1
Science China Chemistry,1
Consumer price index inflation calculator,1
The View from Nowhere,1
Bioimpedance and Bioelectricity Basics,1
The Health Consequences of Smoking-50 Years of Progress: A Report of the Surgeon General,1
Ukraine Peace Plan in Tatters,1
Infectious Disease Reports,1
"Harold Balme, Obituary. Author, 1(4808)",1
"History of the Honan (North China) Mission of the United Church of Canada, Originally a Mission of the Presbyterian Church in Canada",1
MmSAI,1
Du Bois Review: Social Science Research on Race,1
Boston Globe,1
CDC/NHSN Surveillance Definitions for Specific Types of Infections,1
"Fanaticism, or Mahomet the Prophet",1
Guideline: Updates On HIV and Infant Feeding: The Duration of Breast Feeding and Support from Health Services to Improve Feeding Practices among Mothers Living with HIV,1
Wii: Motion-Control Showdown,1
Viral Infections of Humans: Epidemiology and Control,1
Therapeutic Advances in Hematology,1
Journal of Occupational Psychology,1
Physical One-Way Functions,1
A Proof of Onsager's Conjecture,1
Research and clinical studies in headache,1
CNS Drug Reviews,1
Ann Nucl Energy,1
National Ebola Recovery Strategy for Sierra Leone,1
Psychology and Developing Societies,1
Acta Orthopaedica et Traumatologica Turcica,1
Food and nutrition bulletin,1
"Proceedings - 2012 11th International Conference on Machine Learning and Applications, ICMLA 2012",1
LmerTest: Tests in Linear Mixed Effects Models,1
Australasian Journal of Dermatology,1
High-Luminosity Large Hadron Collider (HL-LHC): Preliminary Design Report,1
HIV/AIDS JUNPo. A Short Technical Update on Selftesting for HIV,1
Trauma Monthly,1
Dark matter benchmark models for early LHC Run-2 searches: Report of the ATLAS/CMS dark matter forum,1
Third Reference Catalogue of Bright Galaxies. Volume I: Explanations and References. Volume II: Data for Galaxies between 0h and 12h. Volume III: Data for Galaxies between 12h and 24h,1
Occupational Noise Exposure. 29 CFR 1910.95,1
Changing My Mind: Occasional Essays,1
To err is human: Building a safer health system,1
Hong Kong Medical Journal,1
Child Health USA 2013,1
Psychosoc Rehabil J,1
Youth and Society,1
"(2014). Leading causes of death reports, National and Regional, 1999–2014 Web-based Injury Statistics Query and Reporting System (WISQARS). Retrieved from",1
Building Community Resilience to Disasters,1
Display of distinction,1
The Longest War: The Enduring Conflict between America and al-Qaeda,1
Big motherland: China's principle of non-interference may not apply when ethnic Chinese are concerned.,1
A theory of cognitive dissonance,1
Cardiac Electrophysiology Clinics,1
Fatigue and Fracture of Engineering Materials and Structures,1
Prog. Struct. Mater. Eng.,1
Strengthening mechanisms in crystal plasticity,1
Human Nature,1
Population and Housing Census 2011,1
Essays in Biochemistry,1
Gene Expression,1
HALE - unification theory for clinical medicine and population health. Institute of Medicine of the National Academies,1
"Value, Respect, and Attachment",1
Stroke Research and Treatment,1
Journal of Neuroradiology,1
Veterinary Parasitology,1
The Use of Medicines in The United States: Review of 2011,1
Current Problems in Dermatology,1
Clinical and Experimental Neuroimmunology,1
International Journal of Nursing Practice,1
Shantung Christian University (Cheeloo),1
Perceptual and motor skills,1
Proceedings of the SCAR Open Science Conference,1
The use of psychological testing for treatment planning and outcomes assessment: Instruments for adults,1
Rambam Maimonides Med J,1
The Games for Health Project,1
The Lithium Air Battery: Fundamentals,1
Indian Journal of Palliative Care,1
The LNG Industry in 2013,1
Modern Physics Letters B,1
Solidarity: Hidden Histories and Geographies of Internationalism,1
"Diagnostic and statistical manual of mental disorders (4th ed., text rev.)",1
African journal of health sciences,1
The Perception of Texture by Touch,1
Trans. Am. Philos. Soc.,1
"JINST 9, P10009 (2014)",1
Alcohol facts and statistics alcohol,1
Biochimica et Biophysica Acta (BBA)/Lipids and Lipid Metabolism,1
88% of Households in India Have a Mobile Phone,1
Educational Evaluation and Policy Analysis,1
Oceanogr. Mar. Biol.,1
Central Bureau Electronic Telegrams,1
Report: Many Medical Imaging Tests Performed in U.S. Are Unnecessary,1
NEESR-CR: Enabling Performance-based Seismic Design of Multi-story Cold-formed Steel Structures,1
Internat. J. Econom. Theory,1
Hospital-Based Emergency Care,1
Fetal Diagnosis and Therapy,1
Report Price Transparency Laws,1
Good to Great,1
Ecology Law Quarterly,1
"Health insurance coverage and the Affordable Care Act, 2010–2016",1
A short technical update on self-testing for HIV,1
The American academic profession: Transformation in contemporary higher education,1
Journal of Post Keynesian Economics,1
Data-adaptive approaches to modeling propensity scores in causal inference problems,1
Journal of Sustainable Tourism,1
Pacific Affairs,1
Association of Maternal Child Health Programs Life Course Indicator: Small for Gestational Age (LC-11) [Internet],1
International Journal of Pressure Vessels and Piping,1
Curr Treat Options Gastroenterol,1
Annales Academiae Scientiarum Fennicae Mathematica,1
Pigment Cell Research,1
Advances in Medical Sciences,1
Journal of Cancer,1
Motion Picture Association of America,1
Jean Bodin a 400 Anni Dalla Morte. Bilancio Storiografico e Prospettive di Ricerca,1
Medical expenditure panel survey: survey background,1
MEPS HC-036: 1996-2007 pooled estimation file,1
Scandinavian Journal of Medicine and Science in Sports,1
Science Game Center,1
(1972) Die Eingriffe Zur Schmerzausschaltung Durch Denervierung,1
Malar J,1
"International Conference on Control, Instrumentation, Energy and Communication, CIEC 2014",1
BMC Cardiovasc Disord,1
Palaeontol. Pol.,1
Handbook on injectable drugs,1
Atencion Primaria,1
Current Protocols in Human Genetics,1
Union ICT Facts and Figures,1
Microsystems Nanoeng,1
Informal Consultation on Epidemiology of Deafness and Hearing Impairment in Developing Countries and Update of The Who Protocol WHO,1
American Journal of Human Biology,1
The Japanese Journal of Pharmacology,1
2007 4th IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,1
City and Community,1
"Ethics, Subjectivity and Truth: The Essential Works of Foucault 1954–1984",1
Journal of Experimental Criminology,1
Propensity score analysis: statistical methods and applications,1
Surv Methodol.,1
"Monitoring selected national HIV prevention and care objectives by using HIV surveillance data—United States and 6 dependent areas, 2014 2016",1
Journal of Cold War Studies,1
The China Challenge: Shaping the Choices of a Rising Power,1
Optimal Control and Partial Differential Equations (volume in Honour of A. Bensoussan’s 60th Birthday),1
Hardy Spaces on Homogeneous Groups,1
Results of the Kentucky Worksite Assessment: Utilization of the CDC's Health ScoreCard,1
Assessment for Effective Intervention,1
The Economics of Health Equity,1
Meta-analysis of diagnostic accuracy studies,1
Teaching in counselor education: engaging students in meaningful learning,1
A National Trauma Care System: Integrating Military and Civilian Trauma Systems to Achieve Zero Preventable Deaths after Injury,1
High Energy Density Physics,1
Neurology: Genetics,1
Tobacco Industry Interference with Tobacco Control,1
Determination of uncertainty for volume measurements made using the gravimetric method,1
Collectanea Mathematica,1
Pyrazinamide (DB00339 APRD01206),1
Michigan Math. J,1
The Hematologist,1
La Religion de Voltaire,1
On the singularity structure of fully developed turbulence,1
Solid Mechanics and its Applications,1
Content Analysis: An Introduction to Its Methodology,1
Uakaris and Amazonian Flooded Forest,1
Review of the Implementation of the National Health Sector Strategic Plan: 2010-2015,1
64th WMA General Assembly,1
The Oxford Handbook of the Indian Constitution,1
Comprehensive Medical History and Physical (H&P) Assessment and Anesthetic Risk and Evaluation,1
HIV Testing in the Emergency Department: A Practical Guide: HRET - HIV,1
I. Biochem. J.,1
Antiviral Chemistry and Chemotherapy,1
Trust-Region Methods. Society for Industrial and Applied Mathematics (SIAM),1
Cell Adhesion and Migration,1
World Journal of Orthopaedics,1
Transportation Research Part D: Transport and Environment,1
"Pediatric, Allergy, Immunology, and Pulmonology",1
Journal of Genetics,1
Med J CASC,1
"Electronic Health Information Exchange, Switching Costs, and Network Effects. Switch Costs, Netw Eff NET Inst Work Pap:2014",1
Journal of Modern African Studies,1
Semin Musculoskelet Radiol,1
Journal of Emergency Management,1
Studies on the Levantine Trade in the Middle Ages,1
Islam and the Italian Renaissance,1
Optica,1
Hospitals facing shortage of blood screening kits.,1
"AUA/SUNA white paper on the incidence, prevention and treatment of complications related to prostate needle biopsy",1
Handbook of Research on Student Engagement,1
Neurosurgery Quarterly,1
"Advancing the Science to Improve Population Health: Proceedings of a Workshop. Washington, DC: The National Academies Press, 2017",1
Constructivism in Ethics,1
BMC Neuroscience,1
International Affairs Review,1
Am. Astron. Soc. MeetingAbstr,1
Needle and syringe types used by people who inject drugs in Eastern Europe and Central Asia: key findings from a rapid situation assessment,1
Segregated Security Exchanges with Ex ante Rights to Trade: AMarket-based Solution to Collateral-constrained Externalities,1
Aquacultural Engineering,1
"Complex Analysis, Operators, and Related Topics, Operator Theory Advanced Appllications",1
Signal Processing: Image Communication,1
Antimalarial Chemotherapy: Mechanisms of Action Resistance and New Directions in Drug Discovery,1
Final Report of The Commission on Social Determinants of Health,1
Morphometry of The Human Lung,1
The Yearbook of Research in English and American Literature,1
Australian Journal of Agricultural and Resource Economics,1
Astron Astrophys,1
Serious Games Directory-Health Care/Medical,1
Chemical Engineering and Processing: Process Intensification,1
The health consequences of smoking: A report of the Surgeon General,1
Journal of Statistical Physics,1
Particle-flow reconstruction and global event description with the cms detector,1
EMCREG Int.,1
"Artificial Intelligence for Healthcare Applications, Market Analysis and Forecast",1
The Lancet Public Health,1
Proc. IEEE,1
Achieving Better Quality of Care for Low-income Populations: The Roles of Health Insurance and the Medical Home in Reducing Health Inequities,1
PNAS,1
The Mad among Us: A History of the Care of America's Mentally Ill,1
J. Ind. Microbiol. Biotechnol.,1
Normes nationales relatives à l'alimentation du nourrisson du jeune enfant sains et de ceux nés de mères séropositives. Ministere de la Sante Publique et de la Population Unite de Coordination du Programme National d'Alimentation et de Nutrition,1
"Proceedings of the 2014 4th International Conference on Wireless Mobile Communication and Healthcare - \"Transforming Healthcare Through Innovations in Mobile and Wireless Technologies\", MOBIHEALTH 2014",1
Current Science,1
Platin. Met. Rev.,1
Facebook Now Has 2 Billion Monthly Users and Responsibility|TechCrunch,1
Dr. Dobb's J.,1
V otnosheniyakh Rossii i Ukrainy dolzhny nastupyt’ novye vremena,1
Informe Final de la Comisión de la Verdad y Reconciliación,1
Biotechnology research in an age of terrorism,1
Hospital-Acquired Condition Reduction Program Fiscal Year 2016 Fact Sheet,1
"Sculptura; Or, the History and Art of Chalcography",1
Field-dependent Heat Transport in the Kondo Insulator SmB6: Phonons Scattered by Magnetic Impurities,1
"Cultura Material E Etnicidade Dos Povos indígenas Do são Francisco Afetados Por Barragens: Um Estudo De Caso Dos Tuxá De Rodelas, Bahia, Brasil",1
Journal of Materials Processing Technology,1
"National vital statistics system: historical data, 1990-1998 deaths and death rates for the leading causes of death, 1900-1940",1
Res Publica,1
Why do English learners struggle with reading?: Distinguishing language acquisition from learning disabilities,1
Vygotsky and education: Instructional implications and applications of sociohistorical psychology,1
Indifference pricing: Theory and applications,1
The society of captives: a study of a maximum security prison,1
"The handbook of mentoring at work: Theory, research and practice",1
33rd Wind Energy Symposium,1
J. I Met.,1
Journal of Cardiology,1
"Putting Social Movements in Their Place: Explaining Opposition to Energy Projects in the United States, 2000-2005",1
Geol. Rev.,1
Naval research logistics quarterly,1
Learning to leave: The irony of schooling in a coastal community,1
Reason and Value: Themes from the Moral Philosophy of Joseph Raz,1
Revista Portuguesa de Cardiologia,1
What is a Case Manager?,1
Applied Regression including Computing and Graphics,1
Saudi Journal of Biological Sciences,1
Statistical Methods for Biomedical Research,1
Poking holes in AdS/CFT: bulk fields from boundary states,1
Federal Ministry of Health (FMoH) [Nigeria] and MEASURE evaluation,1
R. Soc. Lond.,1
EyeNet Magazine,1
Halocompounds and other atmospheric trace species (Summary Rep. 24),1
Evidence-Based Public Health,1
Semiconductor Science and Technology,1
Social Movement Studies,1
Neutron Transmutation Doping of Semiconductor Materials,1
Environment and Planning B: Planning and Design,1
Journal of Renal Nutrition,1
IEEE Transactions on Very Large Scale Integration (VLSI) Systems,1
J Pharmacokinet Pharmacodyn.,1
Baltimore City QuickFactors,1
Sustainability,1
Temporal heterogeneity increases with spatial heterogeneity in ecological communities,1
Aid Reaches Ghouta but Retreats after Shelling; Syria Presses Assault,1
Proc. Natl Acad. Sci. USA,1
The rat brain in stereotaxic coordinates,1
Asian Journal of Social Psychology,1
Philip Morris Discussion Draft of Sociopolitical Strategy,1
Male Circumcision Quality Assurance: A Guide to Enhancing the Safety and Quality of Service,1
"Sarajevo, 1941-1945: Muslims, Christians, and Jews in Hitler's Europe",1
Lecture Notes on Electron Correlation and Magnetism,1
"Exxon Valdez Alaska Oil Spill, HETA 89-200 & 89-273-2111",1
Nucleus,1
Narrative,1
"Renaissance Genres: Essays on Theory, History, and Interpretation",1
World J. Transplant.,1
Chin J Cancer Prev Treat,1
Report to the nation: protecting children in your home,1
VHA Directive,1
Cell Mol Bioeng,1
Shopping,1
Nature Clinical Practice Endocrinology and Metabolism,1
Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery,1
Proceedings of the 1990 conference on advances in neural information processing systems,1
Front Hum Neurosci,1
Journal of Sociology and Social Welfare,1
Census Bureau. The next four decades: the older population in the United States: 2010 to 2050,1
Journal of Composite Materials,1
Journal of Rural Studies,1
Feasibility Study for Health Surveys among Black African People Living in England Final Report: Implications for the Health Survey for England 2003,1
CROI Conference,1
"Trends in Asthma Prevalence, Health Care Use, and Mortality in the United States, 2001-2010",1
Antibodies,1
Global Social Policy and Governance,1
"Welche Organisationsformen produzieren Wissenschaft? Expansion, Vielfalt und Kooperation im deutschen Hochschul- und Wissenschaftssystem im globalen Kontext, 1900–2010",1
International journal of molecular medicine,1
Ethambutol (DB00330 APRD00957),1
Introduction to Diffusion Tensor Imaging. 2nd Ed,1
Duodecim,1
Warm Climates in Earth History,1
E pluribus … segregation: Deepening double segregation for more students,1
Paediatric Rheumatology INternational Trials Organization,1
Science of Improvement: Forming the Team,1
Cold Spring Harbor molecular case studies,1
The great thirst: Californians and water – a history,1
Trans. Amer. Soc. Civil Eng.,1
GBD compare data visualization,1
Journal of Regional Science,1
"Agriculture, Ecosystems and Environment",1
Progress of Theoretical Physics Supplement,1
Particle-flow reconstruction and global event description with the CMS detector,1
Nonlinear Science at the Dawn of the 21th Century,1
Multiscale Modeling and Simulation,1
Journal of Materials Science: Materials in Medicine,1
International Labour Review,1
End to End Learning for Self-Driving Cars,1
Phase Transformations in Metals and Alloys,1
"IAU Symp. 328, Living Around Active Stars",1
"DTIP 2011 - Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS",1
Communication Networks: Toward A New Paradigm for Research,1
A Framework for Voluntary Medical Male Circumcision: Effective HIV Prevention and a Gateway to Improved Adolescent Boys'and Men's Health in Eastern and Southern Africa by 2021,1
The Missing Link in Sanitation Service Delivery: A Review of Fecal Sludge Management in 12 Cities,1
Putin: What Ten Years of Putin Have Brought: An Independent Expert Report,1
Results and Problems in Cell Differentiation,1
"Wiener Klinische Wochenschrift, Supplement",1
Am Psychol,1
Diagnostic and statistical manual of mental disorders (DSM-IV-TR),1
Los Angeles Times,1
"Race, Politics, and Education in Brazil: Affirmative Action in Higher Education",1
Caregiver adaptation to pervasive developmental disorders,1
Annales de Chirurgie Plastique et Esthetique,1
World Acad Sci Eng Technol,1
Malaria,1
Stimulation and intervention in infant development,1
Data use and access behavior in eScience: Exploring data practices in the new data-intensive science paradigm,1
"Multiplication of Distributions and Applications to Partial Differential Equations, Volume 259 of Pitman Research Notes in Mathematics Series",1
Proceedings - SPE Symposium on Improved Oil Recovery,1
The Schooled Society: The Educational Transformation of Global Culture,1
Journal of Nanomechanics and Micromechanics,1
Principles and practice of structural equation modeling (4th ed.).,1
Nat. Geosci.,1
Piriformospora Indica,1
2016 USRDS Annual Report: epidemiology of Kidney Disease in the United States,1
Muscle,1
R. A Language and Environment for Statistical Computing,1
The American journal of orthopedics,1
Legal Medicine,1
Global appraisal of individual needs: Administration guide for the gain and related measures,1
"The Scientific Papers of Sir Geoffrey Ingram Taylor: Volume 2, Meteorology, Oceanography and Turbulent Flow",1
The hunt for the rest of the Higgs bosons,1
Electron-molecule Interactions and Their Applications,1
Educational Review,1
Social Science Computer Review,1
Explorations in Quality Assessment and Monitoring: The Definition of Quality and Approaches to Its Assessment,1
Social Emergence: Societies as Complex Systems,1
International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,1
The Encyclopedia of Clinical Psychology,1
Syria Flagrant War Crimes Being Committed in Eastern Ghouta,1
Annales Scientifiques de l'École Normale Supérieure 2,1
Health and Justice,1
Cornell University Library,1
Conference on Retroviruses and Opportunistic Infections (CROI),1
Oil and Fats Distribution in Networking in Myanmar,1
Appellees British American Tobacco,1
Goals Manual: A Model for Estimating the Effects of Interventions and Resource Allocation On HIV Infections and Deaths,1
International Politics,1
The Human Nervous System,1
Russia's Population Meltdown,1
Familial Cancer,1
IEEE Electron Device Letters,1
The Death of the Moth and Other Essays,1
Applied Scientific Research,1
Research in Astronomy and Astrophysics,1
Drowsy Driving,1
WISQARS (Web-based Injury Statistics Query and Reporting System),1
World Alzheimer Report,1
Large scale Rorschach techniques,1
Spine J,1
Sociological analysis of road safety situation in Cambodia,1
Am J Clin Exp Immunol,1
"Health Equity in Brazil: Intersections of Gender, Race, and Policy",1
Journal of Chemical Thermodynamics,1
Courier Corporation,1
Dimensions of Economic Theory and Policy,1
International Journal of Intercultural Relations,1
Clujul Medical,1
Guide for Buckling and Ultimate Strength Assessment for Offshore Structures,1
Indian Heart Journal,1
Bladder Cancer,1
Annals of Mathematics Studies,1
Haiti Dominates Earthquake Fatalities in 2010,1
Pharmaceutics,1
Infrared Physics and Technology,1
Synth Proj Res Synth Rep.,1
Annales de Cardiologie et d'Angeiologie,1
Report of the Mars Water In-Situ Resource Utilization (ISRU) Planning (M-WIP) Study,1
A beginner's guide to structural equation modeling (4th ed.).,1
"Conference Record - Asilomar Conference on Signals, Systems and Computers",1
Aquaculture International,1
Clinical Hemorheology and Microcirculation,1
Prev Med Rep,1
The State of World Fisheries and Aquaculture,1
History of the Florentine People,1
Eliminating the Public Health Problem of Hepatitis B and C in the United States: Phase One Report,1
Greener J Med Sci,1
The Credit Spread Puzzle: Myth or Reality?,1
Habits and Leverage,1
Journal of Psychosocial Nursing and Mental Health Services,1
BBA - Reviews on Biomembranes,1
